,link,region,rating,ratingCount,lat,lon
Margaret's Way,http://www.wta.org/go-hiking/hikes/margarets-way,Issaquah Alps -- Squak Mountain,3.83,6,47.5066,-122.0867
Marmes Pond - Lyons Ferry Park,http://www.wta.org/go-hiking/hikes/marmes-pond-lyons-ferry-park,Central Washington -- Tri-Cities,2.8,5,,
Marmot Lake,http://www.wta.org/go-hiking/hikes/marmot-lake,Central Cascades -- Stevens Pass - West,3.67,6,47.6529,-121.1943
Marmot Pass - Upper Big Quilcene,http://www.wta.org/go-hiking/hikes/marmot-pass-upper-big-quilcene,Olympic Peninsula -- Hood Canal,4.27,41,47.8278,-123.0408
Marmot Pass via Upper Dungeness River Trail,http://www.wta.org/go-hiking/hikes/dungeness-river,Olympic Peninsula -- Hood Canal,4.23,13,47.8779,-123.137
Marten Creek,http://www.wta.org/go-hiking/hikes/marten-creek,North Cascades -- Mountain Loop Highway,2.33,6,48.0709,-121.495
Marten Creek Snowshoe,http://www.wta.org/go-hiking/hikes/marten-creek-snowshoe,North Cascades -- Mountain Loop Highway,2.5,4,48.0719,-121.6067
Martin Creek Connector,http://www.wta.org/go-hiking/hikes/martin-creek-1,Central Cascades -- Stevens Pass - West,0.0,0,47.7293,-121.2065
Martin Peak Snowshoe,http://www.wta.org/go-hiking/hikes/martin-peak-snowshoe,Central Cascades -- Stevens Pass - East,0.0,0,,
Mary E. Theler Wetlands Nature Preserve,http://www.wta.org/go-hiking/hikes/mary-e-theler-wetlands-nature-preserve,Olympic Peninsula -- Kitsap Peninsula,3.11,9,47.4381,-122.8366
Mary's Peak,http://www.wta.org/go-hiking/hikes/marys-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,,
Marymere Falls,http://www.wta.org/go-hiking/hikes/marymere-falls,Olympic Peninsula -- Northern Coast,3.4,10,48.0578,-123.7884
May Valley Trail,http://www.wta.org/go-hiking/hikes/squak-mountain-may-valley-trail,Issaquah Alps -- Squak Mountain,2.8,5,47.4807,-122.0554
Mazama Ridge - Narada Falls Trail Loop,http://www.wta.org/go-hiking/hikes/mazama-ridge-narada-falls-trail-loop,Mount Rainier Area,4.0,1,46.7867,-121.7336
Mazama Ridge Snowshoe,http://www.wta.org/go-hiking/hikes/mazama-ridge,Mount Rainier Area -- SW - Longmire/Paradise,4.29,7,46.786,-121.735
McClain Peaks,http://www.wta.org/go-hiking/hikes/mcclain-peaks,Snoqualmie Region -- North Bend Area,0.0,0,,
McClellan Butte,http://www.wta.org/go-hiking/hikes/mcclellan-butte,Snoqualmie Region -- Snoqualmie Pass,3.75,20,47.4142,-121.5884
McClellan Meadows to Indian Racetrack Snowshoe,http://www.wta.org/go-hiking/hikes/mcclellan-meadows,South Cascades -- Mount Adams Area,4.25,4,46.0097,-121.9017
McCollum Park,http://www.wta.org/go-hiking/hikes/forest-loop-trail,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.8785,-122.2238
McCormick Forest Park,http://www.wta.org/go-hiking/hikes/mccormick-forest-park,Olympic Peninsula -- Kitsap Peninsula,0.0,0,47.3512,-122.6213
McCoy Peak,http://www.wta.org/go-hiking/hikes/mccoy-peak,South Cascades -- Dark Divide,3.2,5,46.3332,-121.7936
McCroskey Memorial State Park,http://www.wta.org/go-hiking/hikes/mccroskey-memorial-state-park,Eastern Washington -- Palouse and Blue Mountains,0.0,0,47.0752,-116.9589
McDonald Mountain,http://www.wta.org/go-hiking/hikes/mcdonald-mountain,Puget Sound and Islands -- Seattle-Tacoma Area,5.0,1,47.3568,-121.8841
McDowell Marsh Environmental Education Trail,http://www.wta.org/go-hiking/hikes/mcdowell-marsh-environmental-education-trail,Eastern Washington -- Selkirk Range,0.0,0,48.4617,-117.7322
McGarvey Park,http://www.wta.org/go-hiking/hikes/mcgarvey-park,Issaquah Alps,0.0,0,47.4468,-122.1087
McGee Ranch,http://www.wta.org/go-hiking/hikes/mcgee-ranch,Central Washington -- Tri-Cities,3.33,3,,
McGregor Mountain Trail,http://www.wta.org/go-hiking/hikes/mcgregor-mountain-trail,Central Cascades -- Entiat Mountains/Lake Chelan,2.0,2,48.3801,-120.838
McKay Ridge,http://www.wta.org/go-hiking/hikes/mckay-ridge,North Cascades -- North Cascades Highway - Hwy 20,4.0,1,,
McKenzie Conservation Area,http://www.wta.org/go-hiking/hikes/mckenzie-conservation-area,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.8013,-117.1211
McLaughlin Canyon Trail,http://www.wta.org/go-hiking/hikes/mclaughlin-canyon-trail,Eastern Washington -- Okanogan Highlands/Kettle River Range,0.0,0,48.6513,-119.4383
McLellan Conservation Area,http://www.wta.org/go-hiking/hikes/mclellan-conservation-area,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.8746,-117.691
McNary National Wildlife Refuge,http://www.wta.org/go-hiking/hikes/mcnary-national-wildlife-refuge,Central Washington -- Tri-Cities,2.0,4,,
McTavish Woodbridge Open Space Loop Trail,http://www.wta.org/go-hiking/hikes/mctavish-woodbridge-open-space-loop-trail,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,,
Meadow Mountain,http://www.wta.org/go-hiking/hikes/meadow-mountain,North Cascades -- Mountain Loop Highway,2.0,4,48.1894,-121.3709
Meadowdale Beach Park,http://www.wta.org/go-hiking/hikes/meadowdale-beach-park,Puget Sound and Islands -- Seattle-Tacoma Area,3.0,1,47.8573,-122.3162
Meander Meadow - Dishpan Gap - Cady Ridge Loop,http://www.wta.org/go-hiking/hikes/meander-meadow-dishpan-gap-cady-ridge-loop,Central Cascades -- Stevens Pass - East,3.8,5,47.9016,-121.0766
Meander Meadows,http://www.wta.org/go-hiking/hikes/meander-meadows-spur,Central Cascades -- Stevens Pass - East,3.2,5,47.9183,-121.0874
Meeks Table,http://www.wta.org/go-hiking/hikes/meeks-table,Central Washington -- Yakima,3.0,1,46.8125,-121.1298
Melakwa - Pratt Lake Traverse,http://www.wta.org/go-hiking/hikes/melakwa-pratt-lakes-traverse,Snoqualmie Region -- North Bend Area,0.0,0,47.4154,-121.4433
Melakwa Lake,http://www.wta.org/go-hiking/hikes/melakwa-lake,Snoqualmie Region -- Snoqualmie Pass,4.11,45,47.4151,-121.4432
Melmont Ghost Town,http://www.wta.org/go-hiking/hikes/melmont-ghost-town-hike,Mount Rainier Area -- NW - Carbon River/Mowich,3.4,5,47.042,-122.0399
Mercer Slough Nature Park Trails,http://www.wta.org/go-hiking/hikes/mercer-slough-nature-park-trails,Puget Sound and Islands -- Seattle-Tacoma Area,3.0,3,47.5915,-122.1933
Merritt Lake and Lost Lake,http://www.wta.org/go-hiking/hikes/merritt-lake,Central Cascades -- Stevens Pass - East,3.7,10,47.7912,-120.8848
Mesatchee Creek,http://www.wta.org/go-hiking/hikes/mesatchee-creek,Mount Rainier Area -- Chinook Pass - Hwy 410,3.0,4,46.9064,-121.4209
Meta Lake,http://www.wta.org/go-hiking/hikes/meta-lake,South Cascades -- Mount St. Helens,3.29,7,46.2957,-122.0782
Methow Pass,http://www.wta.org/go-hiking/hikes/methow-pass,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Middle Creek,http://www.wta.org/go-hiking/hikes/middle-creek,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,,
Middle Fork Nooksack River Snowshoe,http://www.wta.org/go-hiking/hikes/middle-fork-nooksack-river-snowshoe,North Cascades -- Mount Baker Area,1.5,2,48.7462,-121.9467
Middle Fork Pasayten River,http://www.wta.org/go-hiking/hikes/middle-fork-pasayten-river,North Cascades -- Pasayten,3.0,6,48.7326,-120.6669
Middle Fork Snoqualmie River,http://www.wta.org/go-hiking/hikes/middle-fork-snoqualmie-upstream,Snoqualmie Region -- North Bend Area,3.65,17,47.548,-121.5384
Middle Fork Teanaway River,http://www.wta.org/go-hiking/hikes/middle-fork-teanaway-river,Snoqualmie Region -- Salmon La Sac/Teanaway,4.25,4,47.2978,-120.9624
Middle Point Ridge,http://www.wta.org/go-hiking/hikes/middle-point-ridge-3116,Eastern Washington -- Palouse and Blue Mountains,0.0,0,46.1379,-117.8076
Middle Tiger,http://www.wta.org/go-hiking/hikes/middle-tiger,Issaquah Alps -- Tiger Mountain,4.0,5,47.4669,-121.9333
Mildred Lakes,http://www.wta.org/go-hiking/hikes/mildred-lakes,Olympic Peninsula -- Hood Canal,3.31,13,47.5753,-123.2612
Mildred Point,http://www.wta.org/go-hiking/hikes/mildred-point,Mount Rainier Area -- SW - Longmire/Paradise,4.5,2,46.7517,-121.8124
Milk Creek,http://www.wta.org/go-hiking/hikes/milk-creek,North Cascades -- Mountain Loop Highway,3.5,4,48.2457,-121.191
Mill Butte - Little Pend Oreille,http://www.wta.org/go-hiking/hikes/little-pend-oreille,Eastern Washington -- Selkirk Range,2.33,6,48.6238,-117.5316
Miller Peak,http://www.wta.org/go-hiking/hikes/miller-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,2.25,4,47.3685,-120.7858
Miller Peninsula-Thompson Spit,http://www.wta.org/go-hiking/hikes/miller-peninsula-thompson-spit,Olympic Peninsula -- Northern Coast,3.0,9,48.0769,-122.9379
Miller River Road,http://www.wta.org/go-hiking/hikes/miller-river-road-backcountry-ski,Central Cascades -- Stevens Pass - West,0.0,0,47.6123,-121.3886
Millersylvania State Park,http://www.wta.org/go-hiking/hikes/millersylvania-state-park,Olympic Peninsula -- Olympia,4.0,11,46.9113,-122.9113
Milwaukee Railroad,http://www.wta.org/go-hiking/hikes/milwaukee-railroad,Central Washington -- Tri-Cities,1.75,4,,
Mima Falls,http://www.wta.org/go-hiking/hikes/mima-falls,Olympic Peninsula -- Olympia,3.8,5,46.9019,-123.064
Mima Mounds,http://www.wta.org/go-hiking/hikes/mima-mounds,Olympic Peninsula -- Olympia,2.67,9,46.9051,-123.048
Mine Road Trail,http://www.wta.org/go-hiking/hikes/mine-road-trail,North Cascades -- Mountain Loop Highway,3.0,2,48.2617,-121.6788
Mine Shaft Trail,http://www.wta.org/go-hiking/hikes/mine-shaft-trail,Issaquah Alps -- Cougar Mountain,4.0,3,47.5297,-122.0987
Miners Ridge,http://www.wta.org/go-hiking/hikes/miners-ridge,Central Cascades -- Entiat Mountains/Lake Chelan,3.8,5,47.8002,-120.5724
Mink Lake,http://www.wta.org/go-hiking/hikes/mink-lake,Olympic Peninsula -- Northern Coast,3.0,6,47.9688,-123.8638
Mink Lake and Little Divide,http://www.wta.org/go-hiking/hikes/little-divide,Olympic Peninsula -- Northern Coast,3.0,7,47.9693,-123.8641
Minotaur Lake,http://www.wta.org/go-hiking/hikes/minotaur-lake,Central Cascades -- Stevens Pass - East,3.31,13,47.8278,-121.0297
Mirror & Cottonwood Lakes,http://www.wta.org/go-hiking/hikes/mirror-cottonwood-lakes,Snoqualmie Region,4.5,2,47.3459,-121.4244
Mirror Lake,http://www.wta.org/go-hiking/hikes/mirror-lake-1,Snoqualmie Region -- Snoqualmie Pass,4.17,12,47.3441,-121.4246
Mirror Lakes,http://www.wta.org/go-hiking/hikes/mirror-lakes,Mount Rainier Area -- SW - Longmire/Paradise,2.8,5,46.7957,-121.8415
Misery Mountain Loop,http://www.wta.org/go-hiking/hikes/misery-mountain-loop,Eastern Washington -- Palouse and Blue Mountains,0.0,0,46.1192,-117.5367
Mission Point Trail,http://www.wta.org/go-hiking/hikes/mission-point-trail,Eastern Washington -- Selkirk Range,0.0,0,,
Mission Ridge,http://www.wta.org/go-hiking/hikes/mission-ridge,Central Cascades -- Stevens Pass - East,3.0,4,47.4058,-120.5076
Mitchell Peak,http://www.wta.org/go-hiking/hikes/mitchell-peak,Southwest Washington -- Lewis River Region,0.0,0,46.0462,-122.1949
Mohawk Falls and Mohawk Mine,http://www.wta.org/go-hiking/hikes/mohawk-falls-and-mohawk-mine,Central Cascades -- Stevens Pass - West,0.0,0,47.6753,-121.3923
Monahan Mountain,http://www.wta.org/go-hiking/hikes/monahan-mountain-3775,Snoqualmie Region -- Snoqualmie Pass,0.0,0,,
Moncton Ghost Town,http://www.wta.org/go-hiking/hikes/moncton-ghost-town,Snoqualmie Region -- North Bend Area,0.0,0,47.4347,-121.7687
Monogram Lake,http://www.wta.org/go-hiking/hikes/monogram-lake,North Cascades -- North Cascades Highway - Hwy 20,3.8,5,48.537,-121.294
Monte Carlo,http://www.wta.org/go-hiking/hikes/monte-carlo,Southwest Washington -- Columbia River Gorge - WA,1.75,4,45.8919,-121.5741
Monte Cristo,http://www.wta.org/go-hiking/hikes/monte-cristo,Southwest Washington -- Columbia River Gorge - WA,4.5,4,45.8919,-121.5741
Monte Cristo Ghost Town,http://www.wta.org/go-hiking/hikes/monte-cristo-143,North Cascades -- Mountain Loop Highway,3.83,6,48.027,-121.4447
Monte Cristo Wagon Road,http://www.wta.org/go-hiking/hikes/monte-cristo-wagon-road,North Cascades -- Mountain Loop Highway,0.0,0,48.0381,-121.4359
Monument Park,http://www.wta.org/go-hiking/hikes/monument-park,Puget Sound and Islands -- Bellingham Area,0.0,0,48.9754,-123.083
Moose Lake,http://www.wta.org/go-hiking/hikes/moose-lake,Olympic Peninsula -- Northern Coast,4.0,1,47.9396,-123.4195
Moraine Trail,http://www.wta.org/go-hiking/hikes/moraine-trail,Mount Rainier Area -- SW - Longmire/Paradise,0.0,0,46.7864,-121.7365
Morning Star Peak,http://www.wta.org/go-hiking/hikes/morning-star-peak,North Cascades -- Mountain Loop Highway,0.0,0,,
Moses Coulee Preserve,http://www.wta.org/go-hiking/hikes/moses-coulee-preserve,Central Washington -- Grand Coulee,3.75,4,47.6533,-119.6678
Mosier Plateau,http://www.wta.org/go-hiking/hikes/mosier-creek-falls,Southwest Washington -- Columbia River Gorge - OR,0.0,0,45.6861,-121.4012
Mosier Twin Tunnels,http://www.wta.org/go-hiking/hikes/mosier-twin-tunnels,Southwest Washington -- Columbia River Gorge - OR,2.0,1,,
Mosquito Valley,http://www.wta.org/go-hiking/hikes/mosquito-meadows,South Cascades,3.4,5,46.751999999999995,-121.3615
Moss Lake,http://www.wta.org/go-hiking/hikes/moss-lake,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.6928,-121.8504
Moss Lake Loop,http://www.wta.org/go-hiking/hikes/moss-lake-loop,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,47.0351,-121.5614
Moulton Falls,http://www.wta.org/go-hiking/hikes/moulton-falls,Southwest Washington -- Vancouver Area,5.0,1,45.8326,-122.3918
Mount Adams Highline,http://www.wta.org/go-hiking/hikes/mount-adams-highline,South Cascades -- Mount Adams Area,3.5,6,46.3095,-121.5429
Mount Adams South Climb,http://www.wta.org/go-hiking/hikes/mount-adams-south-climb,South Cascades -- Mount Adams Area,4.55,11,46.1605,-121.5436
Mount Angeles,http://www.wta.org/go-hiking/hikes/mount-angeles,Olympic Peninsula -- Northern Coast,3.5,6,47.9838,-123.4525
Mount Angeles Snowshoe,http://www.wta.org/go-hiking/hikes/mount-angeles-snowshoe,Olympic Peninsula -- Northern Coast,3.0,2,,
Mount Ann,http://www.wta.org/go-hiking/hikes/mount-ann,North Cascades -- Mount Baker Area,0.0,0,48.8533,-121.6818
Mount Ararat,http://www.wta.org/go-hiking/hikes/mt-ararat,Mount Rainier Area -- SW - Longmire/Paradise,0.0,0,46.7362,-121.856
Mount Baldy,http://www.wta.org/go-hiking/hikes/mount-baldy,Snoqualmie Region -- Salmon La Sac/Teanaway,4.0,4,47.3465,-121.147
Mount Ballard,http://www.wta.org/go-hiking/hikes/mount-ballard,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,48.7064,-120.9177
Mount Baring,http://www.wta.org/go-hiking/hikes/mount-baring,Central Cascades -- Stevens Pass - West,4.2,5,47.7884,-121.4482
Mount Beljica,http://www.wta.org/go-hiking/hikes/mount-beljica,Mount Rainier Area -- SW - Longmire/Paradise,4.0,6,46.7734,-121.9446
Mount Catherine,http://www.wta.org/go-hiking/hikes/mount-catherine,Snoqualmie Region -- Snoqualmie Pass,3.88,17,47.3701,-121.4443
Mount Christoff,http://www.wta.org/go-hiking/hikes/mt.-christoff-1171,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,47.1603,-121.6623
Mount Constitution and Mountain Lake,http://www.wta.org/go-hiking/hikes/mount-constitution,Puget Sound and Islands -- Orcas Island,4.25,8,48.6569,-122.818
Mount David,http://www.wta.org/go-hiking/hikes/mount-david,Central Cascades -- Stevens Pass - East,3.6,5,47.9632,-120.9455
Mount Defiance,http://www.wta.org/go-hiking/hikes/mount-defiance,Snoqualmie Region -- Snoqualmie Pass,4.1,21,47.4247,-121.5835
Mount Defiance - Starvation Ridge Loop (OR),http://www.wta.org/go-hiking/hikes/mt-defiance-starvation-ridge-loop-columbia-gorge,Southwest Washington -- Columbia River Gorge - OR,0.0,0,45.6793,-121.8384
Mount Dickerman,http://www.wta.org/go-hiking/hikes/mount-dickerman,North Cascades -- Mountain Loop Highway,4.38,48,48.0538,-121.49
Mount Ellinor,http://www.wta.org/go-hiking/hikes/mount-ellinor,Olympic Peninsula -- Hood Canal,4.42,65,47.5066,-123.2321
Mount Erie,http://www.wta.org/go-hiking/hikes/mount-erie,Puget Sound and Islands -- San Juan Islands,4.67,6,48.469,-122.6294
Mount Fernow,http://www.wta.org/go-hiking/hikes/mount-fernow,Central Cascades -- Leavenworth Area,0.0,0,48.0823,-120.8357
Mount Finlayson,http://www.wta.org/go-hiking/hikes/mount-finlayson,Puget Sound and Islands -- San Juan Islands,4.2,5,48.4636,-122.9989
Mount Finn,http://www.wta.org/go-hiking/hikes/mount-finn,Central Cascades -- Stevens Pass - West,1.0,1,,
Mount Forgotten,http://www.wta.org/go-hiking/hikes/mount-forgotten,North Cascades -- Mountain Loop Highway,4.0,6,48.0573,-121.4923
Mount Gardner,http://www.wta.org/go-hiking/hikes/mount-gardner,Snoqualmie Region -- Snoqualmie Pass,2.8,5,47.3912,-121.5577
Mount Grant Preserve,http://www.wta.org/go-hiking/hikes/mount-grant-preserve,Puget Sound and Islands -- San Juan Islands,0.0,0,48.5798,-123.1437
Mount Hardy,http://www.wta.org/go-hiking/hikes/mount-hardy,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Mount Higgins,http://www.wta.org/go-hiking/hikes/mount-higgins,North Cascades -- Mountain Loop Highway,2.75,8,48.3106,-121.8506
Mount Hinman,http://www.wta.org/go-hiking/hikes/mount-hinman,Central Cascades -- Stevens Pass - West,0.0,0,,
Mount Howard,http://www.wta.org/go-hiking/hikes/mount-howard,Central Cascades -- Stevens Pass - West,4.67,3,,
Mount Jupiter,http://www.wta.org/go-hiking/hikes/mount-jupiter,Olympic Peninsula -- Hood Canal,3.0,9,47.6866,-122.9506
Mount Leona,http://www.wta.org/go-hiking/hikes/mount-leona,Eastern Washington -- Okanogan Highlands/Kettle River Range,0.0,0,,
Mount Lillian,http://www.wta.org/go-hiking/hikes/mount-lillian,Central Cascades -- Blewett Pass,2.25,4,47.3115,-120.5322
Mount Margaret Snowshoe,http://www.wta.org/go-hiking/hikes/mount-margaret-snowshoe,Snoqualmie Region -- Snoqualmie Pass,3.0,2,47.3706,-121.3581
Mount Mastiff via Merritt Lake,http://www.wta.org/go-hiking/hikes/mount-mastiff-via-merritt-lake,Central Cascades -- Stevens Pass - East,0.0,0,47.7908,-120.8847
Mount McCausland,http://www.wta.org/go-hiking/hikes/mt.-mccausland,Central Cascades -- Stevens Pass - East,4.5,2,47.802,-121.0781
Mount Misery,http://www.wta.org/go-hiking/hikes/mount-misery,Eastern Washington -- Palouse and Blue Mountains,2.75,4,46.1182,-117.7144
Mount Morpheus,http://www.wta.org/go-hiking/hikes/morpheous-5432-attempt,Central Cascades -- Stevens Pass - West,5.0,1,,
Mount Muller,http://www.wta.org/go-hiking/hikes/mount-muller,Olympic Peninsula -- Northern Coast,3.5,12,48.0761,-124.0131
Mount Peak (Pinnacle Peak),http://www.wta.org/go-hiking/hikes/mount-peak-pinnacle-peak,Puget Sound and Islands -- Seattle-Tacoma Area,3.11,9,47.1788,-121.9736
Mount Persis,http://www.wta.org/go-hiking/hikes/mount-persis,Central Cascades -- Stevens Pass - West,3.67,6,47.7931,-121.6449
Mount Phelps,http://www.wta.org/go-hiking/hikes/mount-phelps-5535-attempt,Central Cascades -- Stevens Pass - West,4.0,1,47.6884,-121.5654
Mount Pickett,http://www.wta.org/go-hiking/hikes/mount-pickett,Puget Sound and Islands -- San Juan Islands,0.0,0,48.6676,-122.8229
Mount Pilchuck,http://www.wta.org/go-hiking/hikes/mount-pilchuck,North Cascades -- Mountain Loop Highway,4.41,88,48.0621,-121.8107
Mount Pilchuck Snowshoe,http://www.wta.org/go-hiking/hikes/mount-pilchuck-snowshoe,North Cascades -- Mountain Loop Highway,3.33,3,48.0837,-121.7831
Mount Price,http://www.wta.org/go-hiking/hikes/mount-price,Snoqualmie Region -- North Bend Area,0.0,0,47.5171,-121.4536
Mount Prophet,http://www.wta.org/go-hiking/hikes/mount-prophet,North Cascades,0.0,0,,
Mount Pugh,http://www.wta.org/go-hiking/hikes/mount-pugh,North Cascades -- Mountain Loop Highway,3.93,15,48.1454,-121.4161
Mount Rose,http://www.wta.org/go-hiking/hikes/mount-rose,Olympic Peninsula -- Hood Canal,3.62,16,47.4956,-123.2676
Mount Ruth,http://www.wta.org/go-hiking/hikes/mount-ruth,Mount Rainier Area -- NE - Sunrise/White River,0.0,0,46.8977,-121.6755
Mount Shuksan,http://www.wta.org/go-hiking/hikes/mt-shuksan,North Cascades -- Mount Baker Area,5.0,1,48.8496,-121.6863
Mount Si,http://www.wta.org/go-hiking/hikes/mount-si,Snoqualmie Region -- North Bend Area,3.99,143,47.488,-121.7231
Mount Si - Creekside Loop,http://www.wta.org/go-hiking/hikes/mount-si-creekside-loop,Snoqualmie Region -- North Bend Area,0.0,0,47.488,-121.7231
Mount Si - Old Trail,http://www.wta.org/go-hiking/hikes/mount-si-old-trail,Snoqualmie Region -- North Bend Area,4.46,13,47.4408,-121.6253
Mount Si via Mount Teneriffe Road Trail,http://www.wta.org/go-hiking/hikes/mount-si-via-mount-teneriffe-road-trail,Snoqualmie Region -- North Bend Area,3.1,10,47.4861,-121.7009
Mount Spokane - Burping Brook-Smith Gap Loop,http://www.wta.org/go-hiking/hikes/burping-brook-smith-gap-loop,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.8857,-117.1315
Mount Spokane - Hay Ridge Loop,http://www.wta.org/go-hiking/hikes/mount-spokane-hay-ridge-loop,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.8851,-117.0833
Mount Spokane - Trail 100,http://www.wta.org/go-hiking/hikes/mount-spokane-trail-100,Eastern Washington -- Spokane Area/Coeur d'Alene,3.0,2,47.9044,-117.1245
Mount Spokane - Trail 110,http://www.wta.org/go-hiking/hikes/mount-spokane-trail-110,Eastern Washington -- Spokane Area/Coeur d'Alene,4.0,4,,
Mount Spokane - Trail 110/140 Loop,http://www.wta.org/go-hiking/hikes/trail-110-140-loop,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.8851,-117.0833
Mount Spokane - Trail 130,http://www.wta.org/go-hiking/hikes/trail-130,Eastern Washington -- Spokane Area/Coeur d'Alene,4.0,4,47.9048,-117.1027
Mount Spokane Nordic Trails,http://www.wta.org/go-hiking/hikes/mount-spokane-nordic-trails,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.9036,-117.0992
Mount Spokane State Park - Day Mountain Road,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-day-mountain-road,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,,
Mount Spokane State Park - Mount Kit Carson Loop Road,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-mount-kit-carson-loop-road,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,44.7212,-70.2491
Mount Spokane State Park - Mount Kit Carson Trail,http://www.wta.org/go-hiking/hikes/mount-kit-carson-trail,Eastern Washington -- Spokane Area/Coeur d'Alene,4.0,2,47.8882,-117.1249
Mount Spokane State Park - Quartz Mountain,http://www.wta.org/go-hiking/hikes/quartz-mountain-1,Eastern Washington -- Spokane Area/Coeur d'Alene,3.5,4,47.8851,-117.0833
Mount Spokane State Park - Snowshoe Summit Route,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-snowshoe-summit-route,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.9047,-117.1027
Mount Spokane State Park - Trail 100,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-100,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,,
Mount Spokane State Park - Trail 130 to CCC Cabin,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-130-to-ccc-cabin,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.8859,-117.1304
Mount Spokane State Park - Trail 131,http://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-131,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,,
Mount Spokane State Park - Upper Trail 140,http://www.wta.org/go-hiking/hikes/mount-spokane,Eastern Washington -- Spokane Area/Coeur d'Alene,3.5,2,47.8859,-117.0864
Mount St. Helens Summit - Monitor Ridge,http://www.wta.org/go-hiking/hikes/mount-saint-helens,South Cascades -- Mount St. Helens,4.0,17,46.1461,-122.1835
Mount St. Helens Summit - Worm Flows Route,http://www.wta.org/go-hiking/hikes/mount-st.-helens-summit-worm-flow-route,South Cascades -- Mount St. Helens,4.2,5,46.1426,-122.1827
Mount Storm King,http://www.wta.org/go-hiking/hikes/mount-storm-king,Olympic Peninsula -- Northern Coast,3.33,12,48.0578,-123.7884
Mount Stuart,http://www.wta.org/go-hiking/hikes/mount-stuart,Snoqualmie Region -- Salmon La Sac/Teanaway,5.0,1,47.4751,-120.9031
Mount Teneriffe,http://www.wta.org/go-hiking/hikes/mount-teneriffe-road-trail,Snoqualmie Region -- North Bend Area,3.43,14,47.486,-121.7009
Mount Thomson,http://www.wta.org/go-hiking/hikes/mount-thomson,Snoqualmie Region -- Snoqualmie Pass,0.0,0,47.4724,-121.3604
Mount Townsend,http://www.wta.org/go-hiking/hikes/mount-townsend,Olympic Peninsula -- Hood Canal,4.0,31,47.8564,-123.0359
Mount Townsend - Silver Lakes Traverse,http://www.wta.org/go-hiking/hikes/mount-townsend-backdoor,Olympic Peninsula -- Hood Canal,0.0,0,47.8576,-123.0946
Mount Townsend Snowshoe,http://www.wta.org/go-hiking/hikes/mount-townsend-snowshoe,Olympic Peninsula -- Hood Canal,1.0,2,47.8559,-123.036
Mount Walker,http://www.wta.org/go-hiking/hikes/mount-walker,Olympic Peninsula -- Hood Canal,3.0,12,47.7756,-122.9137
Mount Washington,http://www.wta.org/go-hiking/hikes/mount-washington-1,Snoqualmie Region -- Snoqualmie Pass,3.81,31,47.442,-121.6722
Mount Whittier,http://www.wta.org/go-hiking/hikes/mount-whittier,South Cascades -- Mount St. Helens,3.33,3,46.3063,-122.0806
Mount Wow,http://www.wta.org/go-hiking/hikes/mt-wow,Mount Rainier Area -- NW - Carbon River/Mowich,3.0,1,,
Mount Zion,http://www.wta.org/go-hiking/hikes/mount-zion,Olympic Peninsula -- Hood Canal,3.21,14,47.9228,-123.0261
Mountain Lake,http://www.wta.org/go-hiking/hikes/mountain-lake,Puget Sound and Islands -- Orcas Island,3.0,4,48.657,-122.819
Mouth of the Tucannon,http://www.wta.org/go-hiking/hikes/mouth-of-the-tucannon,Eastern Washington -- Palouse and Blue Mountains,2.33,3,46.5522,-118.1829
Mowich Lake Snowshoe,http://www.wta.org/go-hiking/hikes/mowich-lake,Mount Rainier Area -- NW - Carbon River/Mowich,3.17,6,46.9271,-121.916
